N°Ins,Réf_Cours,examen,rattrapage,Conference,seminaire,TD,TP,stage,Projet,autre_Ctl,Moy_CC,Moy_Module,Aquit,Option,ratt,exclu_matière,scholar year
14011197927,Agl,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197927,Algé2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197927,Aly2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197927,CF,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197927,His-s,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197927,Info2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197927,StatD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197927,STRM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197927,Tecw,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197930,ALG1,8,,,,13,,,,,0.0,9.70,false,false,false,false,2011
14011197930,Analy,8.25,,,,13,,,,,0.0,9.87,false,false,false,false,2011
14011197930,Chim,11,,,,14.5,,,,,3.0,12.19,false,false,false,false,2011
14011197930,Elect,10,,,,13.5,,,,,3.0,11.19,false,false,false,false,2011
14011197930,info,6,,,,10.5,13.5,,,,0.0,9.00,false,false,false,false,2011
14011197930,Mecaq,8,,,,15,,,,,3.0,10.38,false,false,false,false,2011
14011197930,TEC1,11,,,,,,,,,3.0,11.00,false,false,false,false,2011
14011197930,TPBUR,11,,,,,,,,,3.0,11.00,false,false,false,false,2011
14011197930,Agl,13,,,,,,,,,2.0,13.00,false,false,false,false,2011
14011197930,Algé2,4.75,6,,,11.5,,,,,0.0,7.87,false,false,true,false,2011
14011197930,Aly2,5,7,,,13,,,,,0.0,9.04,false,false,true,false,2011
14011197930,CF,4.5,14,,,3,,,,,3.0,10.26,false,false,true,false,2011
14011197930,His-s,1,2,,,,,,,,0.0,2.00,false,false,true,false,2011
14011197930,Info2,6,6.5,,,10.2,10,,,,0.0,8.30,false,false,true,false,2011
14011197930,StatD,6.5,2,,,11,,,,,0.0,8.03,false,false,false,false,2011
14011197930,STRM,16.5,,,,10.5,,,,,3.0,14.46,false,false,false,false,2011
14011197930,Tecw,7,8,,,,,,,,0.0,8.00,false,false,true,false,2011
14011198501,ALG1,6.5,,,,11,,,,,0.0,8.03,false,false,false,false,2011
14011198501,Analy,10,,,,14,,,,,6.0,11.36,false,false,false,false,2011
14011198501,Chim,12,,,,14.25,,,,,3.0,12.77,false,false,false,false,2011
14011198501,Elect,7.5,,,,15,,,,,3.0,10.05,false,false,false,false,2011
14011198501,info,10.75,,,,10,14,,,,6.0,11.38,false,false,false,false,2011
14011198501,Mecaq,6,,,,12,,,,,0.0,8.04,false,false,false,false,2011
14011198501,TEC1,11,,,,,,,,,3.0,11.00,false,false,false,false,2011
14011198501,TPBUR,15,,,,,,,,,3.0,15.00,false,false,false,false,2011
14010696481,MMT,1,3,,,9.5,,,,,0.0,5.60,false,false,true,false,2011
14010696481,TFM,3,9.5,,,7,10,,,,0.0,9.10,false,false,true,false,2011
14010696540,BDD-A,10.68,,,,,,,,,5.0,10.68,false,true,false,false,2011
14010896723,WS,12.75,,,,16.25,14.25,,,,4.5,13.75,false,false,false,false,2011
14010896734,MC,15,,,,,16,,,,3.0,15.40,false,true,false,false,2011
14010896764,DSP,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896803,EW,13.5,,,,13.5,,,,,2.5,13.50,false,false,false,false,2011
14010896803,OWS,12.5,,,,11.5,14,,,,4.5,12.60,false,false,false,false,2011
14010896803,WS,9.25,,,,12.25,9.25,,,,0.0,9.85,false,false,false,false,2011
14011198501,Agl,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011198501,Algé2,4,,,,13.75,,,,,0.0,7.32,false,false,false,false,2011
14011198501,Aly2,8.25,,,,14,,,,,4.0,10.21,false,false,false,false,2011
14011198501,CF,10,,,,16,,,,,3.0,12.04,false,false,false,false,2011
14011198501,His-s,11,,,,,,,,,2.0,11.00,false,false,false,false,2011
14011198501,Info2,8.25,,,,11.5,14,,,,6.0,10.50,false,false,false,false,2011
14011198501,StatD,13.75,,,,15,,,,,4.0,14.18,false,false,false,false,2011
14011198501,STRM,10,,,,15.5,,,,,3.0,11.87,false,false,false,false,2011
14011198501,Tecw,13.5,,,,,,,,,2.0,13.50,false,false,false,false,2011
14011198484,ALG1,9,,,,12,,,,,3.0,10.02,false,false,false,false,2011
14011198484,Analy,9,,,,12,,,,,6.0,10.02,false,false,false,false,2011
14011198484,Chim,12,,,,15.5,,,,,3.0,13.19,false,false,false,false,2011
14011198484,Elect,14.5,,,,10,,,,,3.0,12.97,false,false,false,false,2011
14011198484,info,7.25,,,,10.5,13.5,,,,0.0,9.63,false,false,false,false,2011
14011198484,Mecaq,2.25,,,,13.5,,,,,0.0,6.08,false,false,false,false,2011
14011198484,TEC1,10,,,,,,,,,3.0,10.00,false,false,false,false,2011
14011198484,TPBUR,13.5,,,,,,,,,3.0,13.50,false,false,false,false,2011
14011198484,Agl,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011198484,Algé2,12.25,,,,13.75,,,,,4.0,12.76,false,false,false,false,2011
14011198484,Aly2,5.5,,,,13,,,,,0.0,8.05,false,false,false,false,2011
14011198484,CF,6,,,,13,,,,,0.0,8.38,false,false,false,false,2011
14011198484,His-s,11,,,,,,,,,2.0,11.00,false,false,false,false,2011
14011198484,Info2,5.5,,,,18.5,12,,,,6.0,10.38,false,false,false,false,2011
14011198484,StatD,14,,,,15,,,,,4.0,14.34,false,false,false,false,2011
14011198484,STRM,9,,,,14.5,,,,,3.0,10.87,false,false,false,false,2011
14011198484,Tecw,13.5,,,,,,,,,2.0,13.50,false,false,false,false,2011
14011197936,ALG1,3,,,,12,,,,,0.0,6.06,false,false,false,false,2011
14011197936,Analy,7,,,,12.5,,,,,0.0,8.87,false,false,false,false,2011
14011197936,Chim,12,,,,13,,,,,3.0,12.34,false,false,false,false,2011
14011197936,Elect,9,,,,16,,,,,3.0,11.38,false,false,false,false,2011
14011197936,info,9,,,,20,15.5,,,,6.0,13.38,false,false,false,false,2011
14010796569,TCIP,13,,,,,13,,,,3.0,13.00,false,true,false,false,2011
14010896719,MC,11,,,,,16,,,,3.0,13.00,false,true,false,false,2011
14010896719,EW,11.5,,,,14.5,,,,,2.5,12.70,false,false,false,false,2011
14010896719,OWS,8,,,,13.5,12,,,,0.0,9.90,false,false,false,false,2011
14010896719,WS,11.5,,,,11.75,16,,,,4.5,12.45,false,false,false,false,2011
14010896803,MMTS,7,,,,10,,,,,0.0,8.20,false,false,false,false,2011
14010896825,ASLO,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896825,AGL2,13,,,,,,,,,2.5,13.00,false,false,false,false,2011
14010896830,TCT,11.5,,,,14,13,,,,5.0,12.30,false,false,false,false,2011
14010896841,AGL2,10,,,,,,,,,2.5,10.00,false,false,false,false,2011
14010896843,TFM,2,13,,,12.5,11.5,,,,6.5,12.60,false,false,true,false,2011
14010896862,TFM,4.5,,,,10.25,11.5,,,,0.0,7.05,false,false,false,false,2011
14011197936,Mecaq,4,,,,12,,,,,0.0,6.72,false,false,false,false,2011
14011197936,TEC1,17,,,,,,,,,3.0,17.00,false,false,false,false,2011
14011197936,TPBUR,11,,,,,,,,,3.0,11.00,false,false,false,false,2011
14011197936,Agl,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011197936,Algé2,11.5,,,,11.5,,,,,4.0,11.50,false,false,false,false,2011
14011197936,Aly2,6.5,,,,14.25,,,,,0.0,9.14,false,false,false,false,2011
14011197936,CF,10,,,,10.5,,,,,3.0,10.17,false,false,false,false,2011
14011197936,His-s,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011197936,Info2,3,,,,15,9,,,,0.0,7.50,false,false,false,false,2011
14011197936,StatD,10,,,,13,,,,,4.0,11.02,false,false,false,false,2011
14011197936,STRM,11,,,,15.5,,,,,3.0,12.53,false,false,false,false,2011
14011197936,Tecw,16,,,,,,,,,2.0,16.00,false,false,false,false,2011
14011198503,ALG1,5.25,,,,10,,,,,0.0,6.87,false,false,false,false,2011
14011198503,Analy,7,,,,14.5,,,,,0.0,9.55,false,false,false,false,2011
14011198503,Chim,11.5,,,,13.5,,,,,3.0,12.18,false,false,false,false,2011
14011198503,Elect,4,,,,10,,,,,0.0,6.04,false,false,false,false,2011
14011198503,info,6.75,,,,17.5,15,,,,6.0,11.50,false,false,false,false,2011
14011198503,Mecaq,6,,,,12,,,,,0.0,8.04,false,false,false,false,2011
14011198503,TEC1,13,,,,,,,,,3.0,13.00,false,false,false,false,2011
14011198503,TPBUR,12.5,,,,,,,,,3.0,12.50,false,false,false,false,2011
14011198503,Agl,11,,,,,,,,,2.0,11.00,false,false,false,false,2011
14011198503,Algé2,5.5,,,,14.5,,,,,0.0,8.56,false,false,false,false,2011
14011198503,Aly2,9,,,,12.5,,,,,4.0,10.19,false,false,false,false,2011
14011198503,CF,8,,,,16,,,,,3.0,10.72,false,false,false,false,2011
14011198503,His-s,14,,,,,,,,,2.0,14.00,false,false,false,false,2011
14011198503,Info2,5,,,,12.5,14.5,,,,0.0,9.25,false,false,false,false,2011
14011198503,StatD,7.75,,,,11,,,,,0.0,8.86,false,false,false,false,2011
14011198503,STRM,10,,,,15.5,,,,,3.0,11.87,false,false,false,false,2011
14010896723,MMTS,10,,,,13,,,,,4.0,11.20,false,false,false,false,2011
14011198503,Tecw,11.5,,,,,,,,,2.0,11.50,false,false,false,false,2011
14011197939,ALG1,2.5,,,,10,,,,,0.0,5.05,false,false,false,false,2011
14011197939,Analy,11.75,,,,16,,,,,6.0,13.20,false,false,false,false,2011
14011197939,Chim,14,,,,15,,,,,3.0,14.34,false,false,false,false,2011
14011197939,Elect,11.5,,,,13,,,,,3.0,12.01,false,false,false,false,2011
14011197939,info,10,,,,12.5,14,,,,6.0,11.63,false,false,false,false,2011
14011197939,Mecaq,11.5,,,,15,,,,,3.0,12.69,false,false,false,false,2011
14011197939,TEC1,12,,,,,,,,,3.0,12.00,false,false,false,false,2011
14011197939,TPBUR,11,,,,,,,,,3.0,11.00,false,false,false,false,2011
14011197939,Agl,12,,,,,,,,,2.0,12.00,false,false,false,false,2011
14011197939,Algé2,7.5,,,,12.5,,,,,0.0,9.20,false,false,false,false,2011
14011197939,Aly2,14,,,,16,,,,,4.0,14.68,false,false,false,false,2011
14011197939,CF,11,,,,11,,,,,3.0,11.00,false,false,false,false,2011
14011197939,His-s,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011197939,Info2,7.75,,,,15.2,13.5,,,,6.0,11.05,false,false,false,false,2011
14011197939,StatD,10.75,,,,12.5,,,,,4.0,11.35,false,false,false,false,2011
14011197939,STRM,12,,,,16,,,,,3.0,13.36,false,false,false,false,2011
14011197939,Tecw,20,,,,,,,,,2.0,20.00,false,false,false,false,2011
14011197940,ALG1,9,3,,,11.5,,,,,0.0,9.85,false,false,false,false,2011
14011197940,Analy,5.5,7,,,12.5,,,,,0.0,8.87,false,false,true,false,2011
14011197940,Chim,5.5,14,,,13,,,,,3.0,13.66,false,false,true,false,2011
14011197940,Elect,14,,,,11.25,,,,,3.0,13.07,false,false,false,false,2011
14011197940,info,6,7.25,,,11,8,,,,0.0,8.38,false,false,true,false,2011
14011197940,Mecaq,3.25,10,,,13.5,,,,,3.0,11.19,false,false,true,false,2011
14011197940,TEC1,8,8,,,,,,,,0.0,8.00,false,false,false,false,2011
14011197940,TPBUR,10.5,,,,,,,,,3.0,10.50,false,false,false,false,2011
14011197940,Agl,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011197940,Algé2,5,4.5,,,12.5,,,,,0.0,7.55,false,false,false,false,2011
14011197940,Aly2,2.25,8.75,,,12,,,,,0.0,9.86,false,false,true,false,2011
14011197940,CF,2,8,,,11,,,,,0.0,9.02,false,false,true,false,2011
14011197940,His-s,13,,,,,,,,,2.0,13.00,false,false,false,false,2011
14011197940,Info2,6.75,13,,,8.5,13,,,,6.0,11.88,false,false,true,false,2011
14011197940,StatD,14,,,,17,,,,,4.0,15.02,false,false,false,false,2011
14011197940,STRM,5,5,,,,,,,,0.0,3.30,false,false,false,false,2011
14011197940,Tecw,11.5,,,,,,,,,2.0,11.50,false,false,false,false,2011
14011198521,ALG1,2.25,1,,,11.5,,,,,0.0,5.40,false,false,false,false,2011
14011198521,Analy,5,5.5,,,12,,,,,0.0,7.71,false,false,true,false,2011
14011198521,Chim,7.5,,,,16,,,,,3.0,10.39,false,false,false,false,2011
14011198521,Elect,5.5,4,,,10,,,,,0.0,7.03,false,false,false,false,2011
14011198521,info,8,5.5,,,8,14.5,,,,0.0,9.63,false,false,false,false,2011
14011198521,Mecaq,3,10,,,13,,,,,3.0,11.02,false,false,true,false,2011
14011198521,TEC1,12,,,,,,,,,3.0,12.00,false,false,false,false,2011
14011198521,TPBUR,13.5,,,,,,,,,3.0,13.50,false,false,false,false,2011
14011198521,Agl,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011198521,Algé2,7,,,,11.25,,,,,0.0,8.45,false,false,false,false,2011
14011198521,Aly2,1,2,,,13,,,,,0.0,5.74,false,false,true,false,2011
14011198521,CF,3,3.75,,,13,,,,,0.0,6.90,false,false,true,false,2011
14011198521,His-s,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011198521,Info2,7.25,2.5,,,8,12,,,,0.0,8.63,false,false,false,false,2011
14011198521,StatD,8.75,1,,,11,,,,,0.0,9.52,false,false,false,false,2011
14011198521,STRM,5.5,6.5,,,12.5,,,,,0.0,8.54,false,false,true,false,2011
14011198521,Tecw,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011198490,ALG1,4.75,5,,,10,,,,,0.0,6.70,false,false,true,false,2011
14011198490,Analy,3,7,,,12,,,,,0.0,8.70,false,false,true,false,2011
14011198490,Chim,10,,,,15,,,,,3.0,11.70,false,false,false,false,2011
14011198490,Elect,4.5,14.5,,,10,,,,,3.0,12.97,false,false,true,false,2011
14011198490,info,5.75,3.75,,,6,13,,,,0.0,7.63,false,false,false,false,2011
14011198490,Mecaq,3,10.75,,,12,,,,,3.0,11.18,false,false,true,false,2011
14011198490,TEC1,13,,,,,,,,,3.0,13.00,false,false,false,false,2011
14011198490,TPBUR,10,,,,,,,,,3.0,10.00,false,false,false,false,2011
14011198490,Agl,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011198490,Algé2,7.5,10,,,14,,,,,4.0,11.36,false,false,true,false,2011
14011198490,Aly2,3,8,,,13,,,,,0.0,9.70,false,false,true,false,2011
14011198490,CF,10,,,,13,,,,,3.0,11.02,false,false,false,false,2011
14011198490,His-s,6,,,,,,,,,0.0,6.00,false,false,false,false,2011
14011198490,Info2,4.5,4.75,,,7,13,,,,0.0,7.38,false,false,true,false,2011
14011198490,StatD,11.25,,,,13.5,,,,,4.0,12.02,false,false,false,false,2011
14011198490,STRM,8,,,,16,,,,,3.0,10.72,false,false,false,false,2011
14011198490,Tecw,14,,,,,,,,,2.0,14.00,false,false,false,false,2011
14011198492,ALG1,4,6,,,10.5,,,,,0.0,7.53,false,false,true,false,2011
14011198492,Analy,10,,,,13,,,,,6.0,11.02,false,false,false,false,2011
14011198492,Chim,9,,,,13.5,,,,,3.0,10.53,false,false,false,false,2011
14011198492,Elect,1.5,7,,,10,,,,,0.0,8.02,false,false,true,false,2011
14011198492,info,6,2.75,,,5,13,,,,0.0,7.50,false,false,false,false,2011
14010696481,TCT,0.5,6.5,,,11,11,,,,0.0,8.30,false,false,true,false,2011
14010696540,PFE,18,,,,,,,,,20.0,18.00,false,false,false,false,2011
14010896733,TAM,10.75,,,,13.75,12.5,,,,4.5,11.70,false,false,false,false,2011
14010896759,RSF,4.85,,,,,10,,,,0.0,6.91,false,false,false,false,2011
14011198492,Mecaq,4,10,,,12,,,,,3.0,10.68,false,false,true,false,2011
14011198492,TEC1,10,,,,,,,,,3.0,10.00,false,false,false,false,2011
14011198492,TPBUR,11.5,,,,,,,,,3.0,11.50,false,false,false,false,2011
14011198492,Agl,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011198492,Algé2,14.75,,,,13.5,,,,,4.0,14.33,false,false,false,false,2011
14011198492,Aly2,2,,,,14,,,,,0.0,6.08,false,false,false,false,2011
14011198492,CF,4,5.25,,,14,,,,,0.0,8.23,false,false,true,false,2011
14011198492,His-s,3,3,,,,,,,,0.0,3.00,false,false,false,false,2011
14011198492,Info2,4.75,2.5,,,5.5,13,,,,0.0,7.00,false,false,false,false,2011
14011198492,StatD,10,,,,13,,,,,4.0,11.02,false,false,false,false,2011
14011198492,STRM,2.5,5,,,11,,,,,0.0,7.04,false,false,true,false,2011
14011198492,Tecw,12.5,,,,,,,,,2.0,12.50,false,false,false,false,2011
14011197947,ALG1,12.5,,,,14,,,,,3.0,13.01,false,false,false,false,2011
14011197947,Analy,11,,,,14,,,,,6.0,12.02,false,false,false,false,2011
14011197947,Chim,10,,,,16.25,,,,,3.0,12.13,false,false,false,false,2011
14011197947,Elect,11,,,,12,,,,,3.0,11.34,false,false,false,false,2011
14011197947,info,11.75,,,,10.75,13.5,,,,6.0,11.94,false,false,false,false,2011
14011197947,Mecaq,6,,,,14,,,,,0.0,8.72,false,false,false,false,2011
14011197947,TEC1,13,,,,,,,,,3.0,13.00,false,false,false,false,2011
14011197947,TPBUR,12,,,,,,,,,3.0,12.00,false,false,false,false,2011
14011197947,Agl,11,,,,,,,,,2.0,11.00,false,false,false,false,2011
14011197947,Algé2,12,,,,16,,,,,4.0,13.36,false,false,false,false,2011
14011197947,Aly2,11,,,,13,,,,,4.0,11.68,false,false,false,false,2011
14011197947,CF,7.5,,,,18.5,,,,,3.0,11.24,false,false,false,false,2011
14011197947,His-s,13,,,,,,,,,2.0,13.00,false,false,false,false,2011
14011197947,Info2,11,,,,16.25,14,,,,6.0,13.07,false,false,false,false,2011
14011197947,StatD,17.5,,,,14,,,,,4.0,16.31,false,false,false,false,2011
14011197947,STRM,12,,,,12,,,,,3.0,12.00,false,false,false,false,2011
14011197947,Tecw,16,,,,,,,,,2.0,16.00,false,false,false,false,2011
14011198480,ALG1,3.75,1,,,11,,,,,0.0,6.22,false,false,false,false,2011
14011198480,Analy,2,8.5,,,12,,,,,0.0,9.69,false,false,true,false,2011
14011198480,Chim,7,11,,,14.5,,,,,3.0,12.19,false,false,true,false,2011
14011198480,Elect,10,,,,14,,,,,3.0,11.36,false,false,false,false,2011
14011198480,info,6,5.5,,,8,13,,,,0.0,8.25,false,false,false,false,2011
14011198480,Mecaq,1.25,12.5,,,13.5,,,,,3.0,12.84,false,false,true,false,2011
14010896803,TAM,15,,,,14.5,13.5,,,,4.5,14.60,false,false,false,false,2011
14010896803,VA,12,,,,11,13,,,,4.5,12.00,false,false,false,false,2011
14010896806,TFM,4.5,10.5,,,11,12.25,,,,6.5,10.95,false,false,true,false,2011
14010896806,TCT,6.5,9.5,,,11.5,11,,,,5.0,10.20,false,false,true,false,2011
14010896857,Th_Gr,9,,,,9,,,,,0.0,9.00,false,false,false,false,2011
14011198480,TEC1,13,,,,,,,,,3.0,13.00,false,false,false,false,2011
14011198480,TPBUR,15,,,,,,,,,3.0,15.00,false,false,false,false,2011
14011198480,Agl,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011198480,Algé2,5.25,0.5,,,11.75,,,,,0.0,7.46,false,false,false,false,2011
14011198480,Aly2,6,9,,,14,,,,,4.0,10.70,false,false,true,false,2011
14011198480,CF,10,,,,10,,,,,3.0,10.00,false,false,false,false,2011
14011198480,His-s,5,,,,,,,,,0.0,5.00,false,false,false,false,2011
14011198480,Info2,3.25,6.25,,,10.5,12,,,,0.0,8.75,false,false,true,false,2011
14011198480,StatD,11,,,,14,,,,,4.0,12.02,false,false,false,false,2011
14011198480,STRM,8.5,,,,16,,,,,3.0,11.05,false,false,false,false,2011
14011198480,Tecw,16.5,,,,,,,,,2.0,16.50,false,false,false,false,2011
14011198497,ALG1,8.25,,,,10.5,,,,,0.0,9.02,false,false,false,false,2011
14011198497,Analy,12,,,,16,,,,,6.0,13.36,false,false,false,false,2011
14011198497,Chim,12,,,,15,,,,,3.0,13.02,false,false,false,false,2011
14011198497,Elect,8,,,,14.5,,,,,3.0,10.21,false,false,false,false,2011
14011198497,info,13.75,,,,20,15,,,,6.0,15.63,false,false,false,false,2011
14011198497,Mecaq,10,,,,13,,,,,3.0,11.02,false,false,false,false,2011
14011198497,TEC1,13,,,,,,,,,3.0,13.00,false,false,false,false,2011
14011198497,TPBUR,15.5,,,,,,,,,3.0,15.50,false,false,false,false,2011
14011198497,Agl,10.5,,,,,,,,,2.0,10.50,false,false,false,false,2011
14011198497,Algé2,13,,,,13.5,,,,,4.0,13.17,false,false,false,false,2011
14011198497,Aly2,8,,,,13.5,,,,,0.0,9.87,false,false,false,false,2011
14011198497,CF,14,,,,17,,,,,3.0,15.02,false,false,false,false,2011
14011198497,His-s,12,,,,,,,,,2.0,12.00,false,false,false,false,2011
14011198497,Info2,11,,,,18,14.5,,,,6.0,13.63,false,false,false,false,2011
14011198497,StatD,12.75,,,,13.5,,,,,4.0,13.01,false,false,false,false,2011
14011198497,STRM,9,,,,13.5,,,,,3.0,10.53,false,false,false,false,2011
14011198497,Tecw,14,,,,,,,,,2.0,14.00,false,false,false,false,2011
14011197953,ALG1,9.25,,,,12,,,,,3.0,10.19,false,false,false,false,2011
14011197953,Analy,7,16,,,13.5,,,,,6.0,15.15,false,false,true,false,2011
14011197953,Chim,11,,,,12.5,,,,,3.0,11.51,false,false,false,false,2011
14011197953,Elect,7,13.5,,,10,,,,,3.0,12.31,false,false,true,false,2011
14011197953,info,6,2.5,,,11,14,,,,0.0,9.25,false,false,false,false,2011
14011197953,Mecaq,4,8,,,10,,,,,0.0,8.68,false,false,true,false,2011
14011197953,TEC1,8,,,,,,,,,0.0,8.00,false,false,false,false,2011
14011197953,TPBUR,14.5,,,,,,,,,3.0,14.50,false,false,false,false,2011
14010696505,TFM,3,5.5,,,5.5,11,,,,0.0,6.60,false,false,true,false,2011
14010696505,TCT,1,6.5,,,4.5,11,,,,0.0,7.00,false,false,true,false,2011
14010796671,MMT,10,,,,15.25,,,,,4.0,12.10,false,false,false,false,2011
14011197953,Agl,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011197953,Algé2,11.75,,,,12,,,,,4.0,11.84,false,false,false,false,2011
14011197953,Aly2,2.5,4,,,13.25,,,,,0.0,7.15,false,false,true,false,2011
14011197953,CF,10.5,9,,,7,,,,,0.0,9.31,false,false,false,false,2011
14011197953,His-s,4,4,,,,,,,,0.0,4.00,false,false,false,false,2011
14011197953,Info2,7.25,,,,14,9,,,,0.0,9.38,false,false,false,false,2011
14011197953,StatD,8.5,,,,14.5,,,,,4.0,10.54,false,false,false,false,2011
14011197953,STRM,7.5,,,,15.5,,,,,3.0,10.22,false,false,false,false,2011
14011197953,Tecw,12,,,,,,,,,2.0,12.00,false,false,false,false,2011
14011198439,ALG1,10,,,,13.5,,,,,3.0,11.19,false,false,false,false,2011
14011198439,Analy,14,,,,14,,,,,6.0,14.00,false,false,false,false,2011
14011198439,Chim,7,,,,15,,,,,0.0,9.72,false,false,false,false,2011
14011198439,Elect,11.5,,,,13,,,,,3.0,12.01,false,false,false,false,2011
14011198439,info,9.25,,,,11,12,,,,6.0,10.38,false,false,false,false,2011
14011198439,Mecaq,3.75,,,,12,,,,,0.0,6.56,false,false,false,false,2011
14011198439,TEC1,9,,,,,,,,,0.0,9.00,false,false,false,false,2011
14011198439,TPBUR,7.5,,,,,,,,,0.0,7.50,false,false,false,false,2011
14011198439,Agl,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011198439,Algé2,4.5,,,,12.5,,,,,0.0,7.22,false,false,false,false,2011
14011198439,Aly2,12,,,,15,,,,,4.0,13.02,false,false,false,false,2011
14011198439,CF,9.25,,,,17.5,,,,,3.0,12.06,false,false,false,false,2011
14011198439,His-s,5,,,,,,,,,0.0,5.00,false,false,false,false,2011
14011198439,Info2,10.25,,,,11.6,12,,,,6.0,11.03,false,false,false,false,2011
14011198439,StatD,7.25,,,,11,,,,,0.0,8.53,false,false,false,false,2011
14011198439,STRM,6.5,,,,12.5,,,,,0.0,8.54,false,false,false,false,2011
14011198439,Tecw,8.5,,,,,,,,,0.0,8.50,false,false,false,false,2011
14011198411,ALG1,3,,,,11.5,,,,,0.0,5.89,false,false,false,false,2011
14011198411,Analy,10.25,,,,13,,,,,6.0,11.19,false,false,false,false,2011
14011198411,Chim,8.5,,,,14,,,,,3.0,10.37,false,false,false,false,2011
14011198411,Elect,9,,,,12.5,,,,,3.0,10.19,false,false,false,false,2011
14011198411,info,7.75,,,,12,15,,,,6.0,10.63,false,false,false,false,2011
14011198411,Mecaq,3,,,,10,,,,,0.0,5.38,false,false,false,false,2011
14011198411,TEC1,12,,,,,,,,,3.0,12.00,false,false,false,false,2011
14011198411,TPBUR,12,,,,,,,,,3.0,12.00,false,false,false,false,2011
14011198411,Agl,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011198411,Algé2,7.5,,,,12,,,,,0.0,9.03,false,false,false,false,2011
14011198411,Aly2,10,,,,16,,,,,4.0,12.04,false,false,false,false,2011
14011198411,CF,9.5,,,,16,,,,,3.0,11.71,false,false,false,false,2011
14010796614,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011198411,His-s,12,,,,,,,,,2.0,12.00,false,false,false,false,2011
14011198411,Info2,13,,,,12.8,14,,,,6.0,13.20,false,false,false,false,2011
14011198411,StatD,11.25,,,,13,,,,,4.0,11.85,false,false,false,false,2011
14011198411,STRM,9.5,,,,13.5,,,,,3.0,10.86,false,false,false,false,2011
14011198411,Tecw,19,,,,,,,,,2.0,19.00,false,false,false,false,2011
14011197959,ALG1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,Analy,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,Chim,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,Elect,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,info,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,Mecaq,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,TEC1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,TPBUR,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,Agl,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,Algé2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,Aly2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,CF,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,His-s,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,Info2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,StatD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,STRM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197959,Tecw,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011197960,ALG1,2.75,0.5,,,10,,,,,0.0,5.22,false,false,false,false,2011
14011197960,Analy,5.5,4,,,12,,,,,0.0,7.71,false,false,false,false,2011
14011197960,Chim,11,,,,12.5,,,,,3.0,11.51,false,false,false,false,2011
14011197960,Elect,2,12,,,9,,,,,3.0,10.98,false,false,true,false,2011
14011197960,info,6.5,4.25,,,9,14,,,,0.0,9.00,false,false,false,false,2011
14011197960,Mecaq,6,5,,,12,,,,,0.0,8.04,false,false,false,false,2011
14011197960,TEC1,7,6,,,,,,,,0.0,7.00,false,false,false,false,2011
14011197960,TPBUR,12,,,,,,,,,3.0,12.00,false,false,false,false,2011
